label,text,text_normalized,text_clean,lexicon_score,num_chars,num_words,num_sentences,has_phone,has_url,has_money,has_free,uppercase_ratio,punct_density,digit_ratio,exclamation_count,all_caps_words,avg_word_len,currency_count
ham,Tôi có một cuộc hẹn vào Chủ nhật với Will !!,tôi có một cuộc hẹn vào chủ nhật với will !!,hẹn chủ_nhật will,0.07426457868069296,44,11,3,0,0,0,0,0.06818181818181818,0.045454545454545456,0.0,2,0,3.090909090909091,0
spam,"XXXMOBILEMOVIECLUB: Để sử dụng tín dụng của bạn, nhấp vào liên kết WAP trong thông báo TXT tiếp theo hoặc nhấp vào đây >> http: // wap.","xxxmobilemovieclub: để sử dụng tín dụng của bạn, nhấp vào liên kết wap trong thông báo txt tiếp theo hoặc nhấp vào đây >> http: // wap.",xxxmobilemovieclub sử_dụng tín_dụng nhấp liên_kết wap thông_báo txt tiếp_theo nhấp url wap,1.4148582275958954,135,27,2,0,0,0,0,0.18518518518518517,0.0,0.0,0,3,4.037037037037037,3
ham,Oh k ... tôi đang xem ở đây :),oh không ... tôi đang xem ở đây :),oh,-2.7240293333556305,30,9,4,0,0,1,0,0.03333333333333333,0.0,0.0,0,0,2.4444444444444446,3
ham,Eh bạn nhớ làm thế nào 2 đánh vần tên của anh ấy ... vâng tôi đã làm.,eh bạn nhớ làm thế nào 2 đánh vần tên của anh ấy ... vâng tôi đã làm.,eh thế_nào đánh_vần,-0.789914525979429,69,18,5,0,0,0,0,0.014492753623188406,0.0,0.014492753623188406,0,0,2.888888888888889,2
ham,Tốt nếu đó là cách bạn cảm thấy.,tốt nếu đó là cách bạn cảm thấy.,cảm_thấy,-0.8589976630212495,32,8,2,0,0,0,0,0.03125,0.0,0.0,0,0,3.125,1
spam,Anh v Macedonia - Đừng bỏ lỡ các mục tiêu/tin tức của đội.,anh v macedonia - đừng bỏ lỡ các mục tiêu/tin tức của đội.,macedonia đừng lỡ mục_tiêu tin_tức đội,0.33475570811636096,58,13,2,0,0,0,0,0.05172413793103448,0.0,0.0,0,0,3.5384615384615383,2
ham,Đó có phải là một cách nghiêm túc về cách bạn đánh vần tên của anh ấy?,đó có phải là một cách nghiêm túc về cách bạn đánh vần tên của anh ấy?,một_cách nghiêm_túc đánh_vần,-0.3723268698143063,70,17,2,0,0,0,0,0.014285714285714285,0.014285714285714285,0.0,0,0,3.176470588235294,2
ham,Tôi sẽ cố gắng thử trong 2 tháng ha ha chỉ nói đùa,tôi sẽ cố gắng thử trong 2 tháng ha ha chỉ nói đùa,cố_gắng thử ha_ha đùa,-0.5129910448605225,50,13,1,0,0,0,0,0.02,0.0,0.02,0,0,2.923076923076923,1
ham,"Vì vậy, ì_ trả trước lần cuối cùng ... thì khi nào là cổ phiếu ...","vì vậy, ì_ trả trước lần cuối cùng ... thì khi nào là cổ phiếu ...",vì_vậy ì_ cuối_cùng cổ_phiếu,-1.5071314265019518,66,16,7,0,0,0,0,0.015151515151515152,0.0,0.0,0,0,3.1875,1
ham,Phía sau tôi hoàn thành bữa trưa của mình sau đó tôi đi xuống.,phía sau tôi hoàn thành bữa trưa của mình sau đó tôi đi xuống.,hoàn_thành bữa trưa đi,-1.9833034268171221,62,14,2,0,0,0,0,0.016129032258064516,0.0,0.0,0,0,3.5,2
ham,Ffffffffff.,ffffffffff.,ffffffffff,0.0,11,1,2,0,0,0,0,0.09090909090909091,0.0,0.0,0,0,11.0,0
ham,Chỉ buộc mình phải ăn một lát.,chỉ buộc mình phải ăn một lát.,buộc lát,-0.1408411489932129,30,7,2,0,0,0,0,0.03333333333333333,0.0,0.0,0,0,3.4285714285714284,0
ham,Lol bạn luôn luôn thuyết phục.,lol bạn luôn luôn thuyết phục.,lol luôn_luôn thuyết_phục,-1.5963509817468247,30,6,2,0,0,0,0,0.03333333333333333,0.0,0.0,0,0,4.166666666666667,0
ham,Bạn đã bắt xe buýt?,bạn đã bắt xe buýt?,bắt xe_buýt,-1.9631703824074047,19,5,2,0,0,0,0,0.05263157894736842,0.05263157894736842,0.0,0,0,3.0,1
ham,Tôi trở lại & amp;,tôi trở lại & amp;,trở_lại amp,-2.2176082183558603,18,5,1,0,0,0,0,0.05555555555555555,0.05555555555555555,0.0,0,0,2.8,0
ham,Ahhh.,ahhh.,ahhh,0.0,5,1,2,0,0,0,0,0.2,0.0,0.0,0,0,5.0,0
ham,"Đợi đã vẫn không rõ ràng, bạn không chắc chắn về việc tôi bị mỉa mai hay đó là lý do tại sao X không muốn sống với chúng tôi","đợi đã vẫn không rõ ràng, bạn không chắc chắn về việc tôi bị mỉa ngày mai hay đó là lý do tại sao x không muốn sống với chúng tôi",đợi rõ_ràng chắc_chắn mỉa ngày_mai lý_do tại_sao sống chúng_tôi,-0.6309327675675079,124,30,1,0,0,0,0,0.016129032258064516,0.0,0.0,0,0,3.1666666666666665,6
ham,"Vâng, anh ấy đã vào lúc 2 tuổi và V xin lỗi.","vâng, anh ấy đã vào lúc 2 tuổi và v xin lỗi.",xin_lỗi,-1.9493891185445018,44,12,2,0,0,0,0,0.045454545454545456,0.0,0.022727272727272728,0,0,2.75,1
ham,K Hãy cho tôi biết bất cứ điều gì về bạn.,không hãy cho tôi biết bất cứ điều gì về bạn.,bất_cứ,-0.6479266929413088,41,11,2,0,0,1,0,0.04878048780487805,0.0,0.0,0,0,2.8181818181818183,2
ham,Vì sợ ngất xỉu với tất cả những công việc nhà mà bạn vừa làm?,vì sợ ngất xỉu với tất cả những công việc nhà mà bạn vừa làm?,sợ ngất_xỉu tất_cả công_việc,-0.9433532297446728,61,15,2,0,0,0,0,0.01639344262295082,0.01639344262295082,0.0,0,0,3.1333333333333333,0
spam,"Cảm ơn bạn đã đăng ký với Ringtone UK, điện thoại di động của bạn sẽ được tính phí £ 5/tháng, vui lòng xác nhận bằng cách trả lời có hoặc không.","cảm ơn bạn đã đăng ký với ringtone uk, điện thoại di động của bạn sẽ được tính phí £ 5/tháng, vui lòng xác nhận bằng cách trả lời có hoặc không.",cảm_ơn đăng_ký ringtone uk điện_thoại_di_động phí vui_lòng xác_nhận trả_lời,0.8328394978767263,144,32,2,0,0,0,0,0.027777777777777776,0.0,0.006944444444444444,0,1,3.53125,9
ham,Yup ... ok tôi về nhà nhìn vào thời gian rồi tôi tin ì_ một lần nữa ... Xuhui sẽ học vào ngày 2 tháng 5 cũng vậy nhưng bài học của cô ấy là lúc 8 giờ sáng,yup ... ok tôi về nhà nhìn vào thời gian rồi tôi tin ì_ một lần nữa ... xuhui sẽ học vào ngày 2 tháng 5 cũng vậy nhưng bài học của cô ấy là lúc 8 giờ sáng,yup ok thời_gian ì_ xuhui học ngày_tháng bài_học,-1.3700959787721054,154,39,7,0,0,0,0,0.012987012987012988,0.0,0.01948051948051948,0,0,2.9743589743589745,1
ham,"Rất tiếc, tôi sẽ cho bạn biết khi bạn cùng phòng của tôi xong","rất tiếc, tôi sẽ cho bạn biết khi bạn cùng phòng của tôi xong",tiếc phòng xong,-1.696484643185966,61,14,1,0,0,0,0,0.01639344262295082,0.0,0.0,0,0,3.4285714285714284,1
ham,Tôi thấy chữ B trên xe của tôi,tôi thấy chữ b trên xe của tôi,chữ xe,-0.8387405355884632,30,8,1,0,0,0,0,0.06666666666666667,0.0,0.0,0,0,2.875,0
ham,Bất cứ điều gì ... bạn quyết định ...,bất cứ điều gì ... bạn quyết định ...,bất_cứ quyết_định,-0.9928308325885242,37,9,7,0,0,0,0,0.02702702702702703,0.0,0.0,0,0,3.2222222222222223,2
ham,Xin chào!,xin chào!,chào,-0.892591380309399,9,2,2,0,0,0,0,0.1111111111111111,0.1111111111111111,0.0,1,0,4.0,0
ham,Xin vui lòng đi trước với Watts.,xin vui lòng đi trước với watts.,vui_lòng đi watts,-0.488673712190401,32,7,2,0,0,0,0,0.0625,0.0,0.0,0,0,3.7142857142857144,1
ham,Tôi đã quên nói với bạn?,tôi đã quên nói với bạn?,quên,-1.748019366779853,24,6,2,0,0,0,0,0.041666666666666664,0.041666666666666664,0.0,0,0,3.1666666666666665,1
spam,07732584351 - Rodger Burns - MSG = Chúng tôi đã cố gắng gọi cho bạn trả lời của bạn cho SMS của chúng tôi cho một máy quay Nokia Mobile + miễn phí miễn phí.,07732584351 - rodger burns - msg = chúng tôi đã cố gắng gọi cho bạn trả lời của bạn cho sms của chúng tôi cho một máy quay nokia mobile + miễn phí miễn phí.,rodger burns msg chúng_tôi cố_gắng gọi trả_lời sms chúng_tôi máy nokia mobile miễn_phí miễn_phí,1.0563333818513065,156,35,2,0,0,0,1,0.07051282051282051,0.0,0.07051282051282051,0,2,3.4857142857142858,2
ham,Tuyệt vời!,tuyệt vời!,tuyệt_vời,-0.8293218948751329,10,2,2,0,0,0,0,0.1,0.1,0.0,1,0,4.5,0
ham,Không có cuộc gọi..Messages..missed cuộc gọi,không có cuộc gọi..messages..missed cuộc gọi,cuộc_gọi messages missed cuộc_gọi,0.3291624802525227,44,6,5,0,0,0,0,0.045454545454545456,0.0,0.0,0,0,6.5,1
ham,Bạn đã không được tiêm chủng Hep B ở Nigeria.,bạn đã không được tiêm chủng hep b ở nigeria.,tiêm_chủng hep nigeria,-0.04938363512063434,45,10,2,0,0,0,0,0.08888888888888889,0.0,0.0,0,0,3.6,3
ham,"Đủ công bằng, bất cứ điều gì đang xảy ra?","đủ công bằng, bất cứ điều gì đang xảy ra?",công_bằng bất_cứ xảy,-1.0308876389439676,41,10,2,0,0,0,0,0.024390243902439025,0.024390243902439025,0.0,0,0,3.2,3
ham,"Vâng hy vọng, nếu Tyler không thể làm điều đó, tôi có thể hỏi xung quanh một chút","vâng hy vọng, nếu tyler không thể làm điều đó, tôi có thể hỏi xung quanh một chút",hy_vọng tyler không_thể có_thể xung_quanh một_chút,-1.1481617635532926,81,18,1,0,0,0,0,0.024691358024691357,0.0,0.0,0,0,3.5555555555555554,3
ham,Bạn không biết tôi bướng bỉnh như thế nào.,bạn không biết tôi bướng bỉnh như thế nào.,bướng_bỉnh thế_nào,-0.7004569369286356,42,9,2,0,0,0,0,0.023809523809523808,0.0,0.0,0,0,3.7777777777777777,1
ham,Một gram thường chạy như & lt;#& gt;,một gram thường chạy như & lt;#& gt;,gram chạy lt gt,-2.3828982995970054,36,8,1,0,0,0,0,0.027777777777777776,0.08333333333333333,0.0,0,0,3.625,0
ham,K FYI X có một chuyến đi vào sáng sớm mai nhưng anh ấy đã gặp nạn tại chỗ của chúng tôi tối nay,không fyi x có một chuyến đi vào sáng sớm ngày mai nhưng anh ấy đã gặp nạn tại chỗ của chúng tôi tối nay,fyi chuyến đi ngày_mai nạn tại_chỗ chúng_tôi tối,-0.7139043235573939,95,24,1,0,0,1,0,0.05263157894736842,0.0,0.0,0,1,3.0,3
spam,SMS.,sms.,sms,1.4723368432587822,4,1,2,0,0,0,0,0.75,0.0,0.0,0,1,4.0,0
ham,Bạn có biết Mallika Sherawat đã làm gì ngày hôm qua không?,bạn có biết mallika sherawat đã làm gì ngày hôm qua không?,mallika sherawat hôm_qua,-0.3107566213758584,58,12,2,0,0,0,0,0.05172413793103448,0.017241379310344827,0.0,0,0,3.9166666666666665,3
spam,Xin chúc mừng!,xin chúc mừng!,chúc_mừng,0.3469263614359484,14,3,2,0,0,0,0,0.07142857142857142,0.07142857142857142,0.0,1,0,4.0,0
ham,"Xin lỗi, tôi sẽ gọi sau trong cuộc họp.","xin lỗi, tôi sẽ gọi sau trong cuộc họp.",xin_lỗi gọi họp,-1.1018358614973272,39,9,2,0,0,0,0,0.02564102564102564,0.0,0.0,0,0,3.4444444444444446,0
ham,Có..Gauti và Sehwag ra khỏi loạt ODI.,có..gauti và sehwag ra khỏi loạt odi.,gauti sehwag loạt odi,-0.06892063088026763,37,7,4,0,0,0,0,0.16216216216216217,0.0,0.0,0,1,4.428571428571429,1
ham,Bạn sẽ phải lấy một chiếc burger $ 1 cho chính mình trên đường về nhà.,bạn sẽ phải lấy một chiếc burger $ 1 cho chính mình trên đường về nhà.,burger đường,-0.20134110714118914,70,16,2,0,0,0,0,0.014285714285714285,0.014285714285714285,0.014285714285714285,0,0,3.4375,2
ham,Ha ha ha trò đùa hay.,ha ha ha trò đùa hay.,ha_ha_ha trò_đùa,-0.343573703047295,21,6,2,0,0,0,0,0.047619047619047616,0.0,0.0,0,0,2.6666666666666665,1
ham,Nó là một phần của việc kiểm tra IQ,nó là một phần của việc kiểm tra iq,kiểm_tra iq,-0.48441485204050794,35,9,1,0,0,0,0,0.08571428571428572,0.0,0.0,0,1,3.0,1
ham,"Xin lỗi bạn cùng phòng của tôi đã mất mãi mãi, có ổn không nếu tôi đến bây giờ?","xin lỗi bạn cùng phòng của tôi đã mất mãi mãi, có ổn không nếu tôi đến bây giờ?",xin_lỗi phòng mãi_mãi ổn bây_giờ,-1.5695414726815495,79,19,2,0,0,0,0,0.012658227848101266,0.012658227848101266,0.0,0,0,3.210526315789474,3
ham,OK Lar Tôi kiểm tra kỹ Wif Da Hair Chail đã anh ấy nói Wun Cut V Short.,ok lar tôi kiểm tra kỹ wif da hair chail đã anh ấy nói wun cut v short.,ok lar kiểm_tra kỹ wif da hair chail wun cut short,-0.6032453289816371,71,18,2,0,0,0,0,0.16901408450704225,0.0,0.0,0,1,3.0,4
spam,"Là một khách hàng có giá trị, tôi vui mừng khuyên bạn rằng sau khi xem xét gần đây về mob của bạn, bạn được trao giải thưởng thưởng Å £ 1500, hãy gọi 09066364589","là một khách hàng có giá trị, tôi vui mừng khuyên bạn rằng sau khi xem xét gần đây về mob của bạn, bạn được trao giải thưởng thưởng å £ 1500, hãy gọi 09066364589",khách_hàng giá_trị vui_mừng khuyên xem_xét mob trao giải_thưởng thưởng gọi,1.3721419314589247,161,35,1,0,0,0,0,0.012422360248447204,0.0,0.09316770186335403,0,0,3.6285714285714286,6
ham,"Hôm nay là \ bài hát dành riêng cho ngày .. \ ""Bạn sẽ dành bài hát nào cho tôi?","hôm nay là \ bài hát dành riêng cho ngày .. \ ""bạn sẽ dành bài hát nào cho tôi?",hôm_nay hát hát,-0.9809177437539663,79,20,4,0,0,0,0,0.02531645569620253,0.012658227848101266,0.0,0,0,3.0,0
spam,"Urgent Ur đã trao một chuyến đi miễn phí cho Eurodisinc Trav, ACO & Entry41 hoặc Å £ 1000.","urgent ur đã trao một chuyến đi miễn phí cho eurodisinc trav, aco & entry41 hoặc å £ 1000.",urgent ur trao chuyến đi miễn_phí eurodisinc trav aco entry,0.6386414320447803,90,19,2,0,0,0,1,0.1,0.011111111111111112,0.06666666666666667,0,1,3.789473684210526,3
spam,"Bạn có nghe nói về \ mới Barbie \ ""? Nó đi kèm với tất cả các thứ của Ken!""","bạn có nghe nói về \ mới barbie \ ""? nó đi kèm với tất cả các thứ của ken!""",barbie đi kèm tất_cả ken,-0.34006023913260897,75,20,3,0,0,0,0,0.05333333333333334,0.02666666666666667,0.0,1,0,2.8,3
ham,Tôi máy bay để cho vào cuối tháng này.,tôi máy bay để cho vào cuối tháng này.,máy_bay,0.0059997744653552685,38,9,2,0,0,0,0,0.02631578947368421,0.0,0.0,0,0,3.3333333333333335,1
ham,Người đàn ông may mắn ... sau đó có thể tiết kiệm tiền ... hee ...,người đàn ông may mắn ... sau đó có thể tiết kiệm tiền ... hee ...,đàn_ông may_mắn có_thể tiết_kiệm tiền hee,-0.5684172174146143,66,16,10,0,0,0,0,0.015151515151515152,0.0,0.0,0,0,3.1875,3
ham,Hoàn thành lớp học ở đâu.,hoàn thành lớp học ở đâu.,hoàn_thành lớp_học,-2.172354638879441,25,6,2,0,0,0,0,0.04,0.0,0.0,0,0,3.3333333333333335,1
ham,"Chào em yêu, tôi đang ở nhà bây giờ muốn làm gì đó?","chào em yêu, tôi đang ở nhà bây giờ muốn làm gì đó?",chào yêu bây_giờ,-0.8025281010193984,51,13,2,0,0,0,0,0.0196078431372549,0.0196078431372549,0.0,0,0,3.0,2
ham,K..k :) Bạn đang ở đâu? Bạn đã biểu diễn như thế nào?,không..không :) bạn đang ở đâu? bạn đã biểu diễn như thế nào?,biểu_diễn thế_nào,-0.697457049695958,53,13,5,0,0,1,0,0.05660377358490566,0.03773584905660377,0.0,0,0,3.1538461538461537,5
ham,Bạn có thể gọi cho tôi ngay bây giờ ...,bạn có thể gọi cho tôi ngay bây giờ ...,có_thể gọi bây_giờ,-0.4310987852051427,39,10,4,0,0,0,0,0.02564102564102564,0.0,0.0,0,0,3.0,0
ham,Tôi đang đợi Machan.,tôi đang đợi machan.,đợi machan,-0.6069760810570005,20,4,2,0,0,0,0,0.1,0.0,0.0,0,0,4.25,2
ham,Điều đó thật tuyệt.,điều đó thật tuyệt.,tuyệt,-1.5344452664817936,19,4,2,0,0,0,0,0.05263157894736842,0.0,0.0,0,0,4.0,2
ham,Tôi thích bạn mọi người rất nhiều :) nhưng tôi rất nhút nhát.,tôi thích bạn mọi người rất nhiều :) nhưng tôi rất nhút nhát.,nhút_nhát,1.1046120631334648,61,13,2,0,0,0,0,0.01639344262295082,0.0,0.0,0,0,3.769230769230769,0
ham,Không hoạt động sau & lt;#& gt;,không hoạt động sau & lt;#& gt;,hoạt_động lt gt,-2.60759818158715,31,7,1,0,0,0,0,0.03225806451612903,0.0967741935483871,0.0,0,0,3.5714285714285716,2
ham,"Xin lỗi, tôi sẽ gọi sau","xin lỗi, tôi sẽ gọi sau",xin_lỗi gọi,-0.9421955016585954,23,6,1,0,0,0,0,0.043478260869565216,0.0,0.0,0,0,3.0,0
ham,K. Bạn đã gọi cho tôi ngay bây giờ ah?,không. bạn đã gọi cho tôi ngay bây giờ ah?,gọi bây_giờ ah,-0.9758089602132999,38,10,3,0,0,1,0,0.05263157894736842,0.02631578947368421,0.0,0,1,2.9,2
ham,"Được rồi, tôi đang trên đường về nhà. Xin chào","được rồi, tôi đang trên đường về nhà. xin chào",đường chào,-1.199942828862621,46,10,2,0,0,0,0,0.043478260869565216,0.0,0.0,0,0,3.7,3
ham,Bạn sẽ ở vị trí của người đàn ông đó,bạn sẽ ở vị trí của người đàn ông đó,vị_trí đàn_ông,-0.7602386611836308,36,10,1,0,0,0,0,0.027777777777777776,0.0,0.0,0,0,2.7,2
ham,Yup điểm dừng tiếp theo.,yup điểm dừng tiếp theo.,yup dừng tiếp_theo,-0.37925712637066417,24,5,2,0,0,0,0,0.041666666666666664,0.0,0.0,0,0,4.0,1
ham,"Tôi gọi cho bạn sau, không có mạng.","tôi gọi cho bạn sau, không có mạng.",gọi mạng,0.637485347009301,35,8,2,0,0,0,0,0.02857142857142857,0.0,0.0,0,0,3.5,1
ham,Thực sự khi bạn nhận được trên yo?,thực sự khi bạn nhận được trên yo?,thực_sự yo,-0.7060175700860136,34,8,2,0,0,0,0,0.029411764705882353,0.029411764705882353,0.0,0,0,3.375,2
ham,"Vâng, tôi bắt đầu gửi yêu cầu để thực hiện nhưng nỗi đau đã trở lại nên tôi trở lại giường.","vâng, tôi bắt đầu gửi yêu cầu để thực hiện nhưng nỗi đau đã trở lại nên tôi trở lại giường.",bắt_đầu gửi yêu_cầu thực_hiện nỗi đau trở_lại trở_lại giường,-1.0288572774719325,91,21,2,0,0,0,0,0.01098901098901099,0.0,0.0,0,0,3.380952380952381,4
ham,Tôi thực sự không muốn nó vẫn còn tối nay em yêu,tôi thực sự không muốn nó vẫn còn tối nay em yêu,thực_sự tối yêu,-0.9369454238150098,48,12,1,0,0,0,0,0.020833333333333332,0.0,0.0,0,0,3.0833333333333335,1
ham,Xin lỗi là một nỗi đau.,xin lỗi là một nỗi đau.,xin_lỗi nỗi đau,-1.4139976089213582,23,6,2,0,0,0,0,0.043478260869565216,0.0,0.0,0,0,3.0,1
ham,Nụ cười trong niềm vui cười trong nụ cười đau khi rắc rối như mưa như mưa khi sum1 đau bạn cười vì ai đó vẫn thích nhìn thấy bạn mỉm cười !!,nụ cười trong niềm vui cười trong nụ cười đau khi rắc rối như mưa như mưa khi sum1 đau bạn cười vì ai đó vẫn thích nhìn thấy bạn mỉm cười !!,nụ cười niềm vui cười nụ cười đau rắc_rối mưa mưa sum đau cười mỉm cười,-1.2018850846831686,140,33,3,0,0,0,0,0.007142857142857143,0.014285714285714285,0.007142857142857143,2,0,3.272727272727273,5
spam,Vui lòng gọi cho đại diện dịch vụ khách hàng của chúng tôi theo số 0800 169 6031 trong khoảng từ 10 giờ sáng đến 9 giờ tối vì bạn đã giành được giải thưởng £ 1000 tiền mặt hoặc Å £ 5000!,vui lòng gọi cho đại diện dịch vụ khách hàng của chúng tôi theo số 0800 169 6031 trong khoảng từ 10 giờ sáng đến 9 giờ tối vì bạn đã giành được giải thưởng £ 1000 tiền mặt hoặc å £ 5000!,vui_lòng gọi đại_diện dịch_vụ khách_hàng chúng_tôi tối giành giải_thưởng tiền_mặt,1.5337587415789957,186,43,2,0,0,0,0,0.010752688172043012,0.005376344086021506,0.11827956989247312,1,0,3.3488372093023258,8
ham,Không có kế hoạch mua sau.,không có kế hoạch mua sau.,kế_hoạch mua,-1.5760340197212477,26,6,2,0,0,0,0,0.038461538461538464,0.0,0.0,0,0,3.5,2
ham,Xem phim tiếng Telugu..có bạn thì sao?,xem phim tiếng telugu..có bạn thì sao?,phim tiếng telugu,-0.8971770876255262,38,7,4,0,0,0,0,0.05263157894736842,0.02631578947368421,0.0,0,0,4.571428571428571,0
ham,CHÀO.,chào.,chào,-0.892591380309399,5,1,2,0,0,0,0,0.8,0.0,0.0,0,1,5.0,0
ham,Xin đừng nhắn tin cho tôi nữa.,xin đừng nhắn tin cho tôi nữa.,đừng nhắn_tin,-0.7141810167297282,30,7,2,0,0,0,0,0.03333333333333333,0.0,0.0,0,0,3.4285714285714284,1
ham,"Được rồi, giá của bạn miễn là hợp pháp của nó!","được rồi, giá của bạn miễn là hợp pháp của nó!",giá miễn_là hợp_pháp,0.07443621419930573,46,11,2,0,0,0,0,0.021739130434782608,0.021739130434782608,0.0,1,0,3.272727272727273,1
ham,Tôi vẫn đang tìm một chiếc xe để mua.,tôi vẫn đang tìm một chiếc xe để mua.,xe mua,-1.066749229223961,37,9,2,0,0,0,0,0.02702702702702703,0.0,0.0,0,0,3.2222222222222223,2
ham,Umma cuộc sống của tôi và vava umma yêu bạn rất nhiều,umma cuộc sống của tôi và vava umma yêu bạn rất nhiều,umma cuộc_sống vava umma yêu,-0.8884398870522808,53,12,1,0,0,0,0,0.018867924528301886,0.0,0.0,0,0,3.5,0
ham,Cảm ơn rất nhiều vì những lời chúc của bạn vào ngày sinh nhật của tôi.,cảm ơn rất nhiều vì những lời chúc của bạn vào ngày sinh nhật của tôi.,cảm_ơn chúc ngày_sinh_nhật,-0.7795509969560852,70,16,2,0,0,0,0,0.014285714285714285,0.0,0.0,0,0,3.4375,0
ham,"Aight, tôi sẽ đánh bạn khi tôi nhận được một số tiền mặt","aight, tôi sẽ đánh bạn khi tôi nhận được một số tiền mặt",aight đánh_bạn một_số tiền_mặt,-0.33846358839225765,56,13,1,0,0,0,0,0.017857142857142856,0.0,0.0,0,0,3.3846153846153846,3
ham,Làm thế nào kiểm tra địa chỉ IP của tôi rằng xem xét máy tính của tôi không phải là máy chủ Minecraft,làm thế nào kiểm tra địa chỉ ip của tôi rằng xem xét máy tính của tôi không phải là máy chủ minecraft,thế_nào kiểm_tra địa_chỉ ip xem_xét máy_tính máy_chủ minecraft,-0.3268755322580919,101,23,1,0,0,0,0,0.039603960396039604,0.0,0.0,0,1,3.4347826086956523,3
ham,Đừng lo lắng.,đừng lo lắng.,đừng lo_lắng,-0.9669553000623017,13,3,2,0,0,0,0,0.07692307692307693,0.0,0.0,0,0,3.6666666666666665,1
ham,Số nhiều của nghiên cứu danh từ là gì?,số nhiều của nghiên cứu danh từ là gì?,nghiên_cứu danh,0.3343895426598904,38,9,2,0,0,0,0,0.02631578947368421,0.02631578947368421,0.0,0,0,3.3333333333333335,0
ham,Đi ăn tối.msg bạn sau.,đi ăn tối.msg bạn sau.,đi tối msg,-0.710919890344862,22,5,3,0,0,0,0,0.045454545454545456,0.0,0.0,0,0,3.6,1
ham,Tôi ổn với nó vì tôi muốn 2 thử những điều mới.,tôi ổn với nó vì tôi muốn 2 thử những điều mới.,ổn thử,-1.8778198695219366,47,12,2,0,0,0,0,0.02127659574468085,0.0,0.02127659574468085,0,0,3.0,1
spam,QUÝ ÔNG!,quý ông!,quý,1.5100771712416292,8,2,2,0,0,0,0,0.75,0.125,0.0,1,2,3.5,0
