label,text,text_normalized,text_clean,lexicon_score,num_chars,num_words,num_sentences,has_phone,has_url,has_money,has_free,uppercase_ratio,punct_density,digit_ratio,exclamation_count,all_caps_words,avg_word_len,currency_count,y_true,y_pred,y_prob
ham,FFFFF.,fffff.,fffff,0.0,6,1,2,0,0,0,0,0.8333333333333334,0.0,0.0,0,1,6.0,0,0,1,0.7348198048895301
ham,Bình thường c hay dùng AI ở đây này https://poe.com/ Free đấy,bình thường c hay dùng ai ở đây này https://poe.com/ free đấy,bình_thường url free đấy,0.5650766464038298,61,12,2,0,1,0,1,0.0655737704918032,0.0,0.0,0,1,4.166666666666667,2,0,1,0.7330877190242732
ham,Yupz ... Tôi đã đặt Slots 4 ngày cuối tuần của tôi ...,yupz ... tôi đã đặt slots 4 ngày cuối tuần của tôi ...,yupz slots tuần,0.263372911077009,54,13,7,0,0,0,0,0.0555555555555555,0.0,0.0185185185185185,0,0,3.230769230769231,2,0,1,0.7274244992978586
ham,RIGHTIO.,rightio.,rightio,0.0,8,1,2,0,0,0,0,0.875,0.0,0.0,0,1,8.0,0,0,1,0.7212088375458814
ham,"Camera khá tốt, 10,1mega pixel, 3optical và 5digital.","camera khá tốt, 10,1mega pixel, 3optical và 5digital.",camera mega pixel optical digital,0.4170882632290382,53,8,2,0,0,0,0,0.0188679245283018,0.0,0.0943396226415094,0,0,5.75,1,0,1,0.6937590433751948
ham,ĐÚNG VẬY.,đúng vậy.,đúng_vậy,0.0,9,2,2,0,0,0,0,0.7777777777777778,0.0,0.0,0,2,4.0,1,0,1,0.684155893728572
ham,HO HO - Cười bụng lớn!,ho ho - cười bụng lớn!,ho ho cười bụng,0.3432333531172062,22,6,2,0,0,0,0,0.2272727272727272,0.0454545454545454,0.0,1,2,2.833333333333333,0,0,1,0.680047834534255
ham,Không. Tôi đoán là Nosy.,không. tôi đoán là nosy.,đoán nosy,-0.5274360931099538,24,5,3,0,0,0,0,0.125,0.0,0.0,0,0,4.0,2,0,1,0.6748160970758631
ham,Văn bản hàng ngày của bạn từ tôi ûò một ân huệ lần này,văn bản hàng ngày của bạn từ tôi ûò một ân huệ lần này,văn_bản hàng ân_huệ,0.7375210091774814,54,14,1,0,0,0,0,0.0185185185185185,0.0,0.0,0,0,2.9285714285714284,0,0,1,0.6729552882712863
ham,https://www.fahasa.com/tho-bay-mau-va-nhung-nguoi-nghi-no-la-ban-tai-ban-2023.html Shop cho em hỏi sách này còn hàng không ạ?,https://www.fahasa.com/tho-bay-mau-va-nhung-nguoi-nghi-no-la-ban-tai-ban-2023.html shop cho em hỏi sách này còn hàng không ạ?,url shop sách hàng,0.3472940624650042,125,11,5,0,1,0,0,0.008,0.008,0.032,0,0,10.454545454545457,1,0,1,0.6588125915255376
ham,"Tuyệt vời, tôi nhớ lần cuối cùng chúng tôi có ai đó cao lần đầu tiên với Diesel: V","tuyệt vời, tôi nhớ lần cuối cùng chúng tôi có ai đó cao lần đầu tiên với diesel: v",tuyệt_vời cuối_cùng chúng_tôi đầu_tiên diesel,-0.1514715359690771,82,19,1,0,0,0,0,0.0365853658536585,0.0,0.0,0,0,3.3684210526315788,2,0,1,0.6460999372371705
ham,Và ngừng là một ông già.,và ngừng là một ông già.,ngừng ông_già,0.55530591879941,24,6,2,0,0,0,0,0.0416666666666666,0.0,0.0,0,0,3.1666666666666665,0,0,1,0.6448349926882667
ham,Tuần đôi trong tuần này - xoắn ốc và Michael và câu đố tốt cho họ!,tuần đôi trong tuần này - xoắn ốc và michael và câu đố tốt cho họ!,tuần đôi tuần xoắn_ốc michael câu_đố,0.395679281043863,66,16,2,0,0,0,0,0.0303030303030303,0.0151515151515151,0.0,1,0,3.1875,2,0,1,0.6211362225804594
ham,Nghe có vẻ tuyệt vời!,nghe có vẻ tuyệt vời!,có_vẻ tuyệt_vời,-0.4146609474375664,21,5,2,0,0,0,0,0.0476190476190476,0.0476190476190476,0.0,1,0,3.4,0,0,1,0.6147136798101952
ham,Này mặt trời tiếp theo 1030 có một khóa học yoga cơ bản ... tại Bugis ... chúng ta có thể đi cho điều đó ... Pilates giới thiệu tiếp theo SAT .... cho tôi biết bạn sẽ miễn phí lúc mấy giờ,này mặt trời tiếp theo 1030 có một khóa học yoga cơ bản ... tại bugis ... chúng ta có thể đi cho điều đó ... pilates giới thiệu tiếp theo sat .... cho tôi biết bạn sẽ miễn phí lúc mấy giờ,mặt_trời tiếp_theo khóa học yoga cơ_bản bugis chúng_ta có_thể đi pilates giới_thiệu tiếp_theo sat miễn_phí mấy,-0.4580621548353492,187,43,14,0,0,0,1,0.0320855614973262,0.0,0.0213903743315508,0,1,3.372093023255814,4,0,1,0.6073493450634647
ham,Tôi đã mất 4 pound kể từ lần truy cập tài liệu của tôi tuần trước woot woot!,tôi đã mất 4 pound kể từ lần truy cập tài liệu của tôi tuần trước woot woot!,pound truy_cập tài_liệu tuần woot woot,0.7211830789909385,76,18,2,0,0,0,0,0.0131578947368421,0.0131578947368421,0.0131578947368421,1,0,3.2777777777777777,2,0,1,0.6028278385381065
ham,Anh yêu em 2 em yêu!,anh yêu em 2 em yêu!,yêu em_em yêu,-0.6171969927771123,20,6,2,0,0,0,0,0.05,0.05,0.05,1,0,2.5,0,0,1,0.5983913121284961
ham,"Ola sẽ liên hệ lại với bạn có lẽ không phải ngày hôm nay nhưng tôi đã nói với anh ấy rằng bạn có thể là liên kết trực tiếp của anh ấy ở Mỹ trong việc lấy xe anh ấy trả giá trực tuyến, bạn sắp xếp vận chuyển và bạn bị cắt giảm.","ola sẽ liên hệ lại với bạn có lẽ không phải ngày hôm nay nhưng tôi đã nói với anh ấy rằng bạn có thể là liên kết trực tiếp của anh ấy ở mỹ trong việc lấy xe anh ấy trả giá trực tuyến, bạn sắp xếp vận chuyển và bạn bị cắt giảm.",ola liên_hệ có_lẽ hôm_nay có_thể liên_kết trực_tiếp mỹ xe trả_giá trực_tuyến sắp_xếp vận_chuyển cắt_giảm,-0.1163844404921289,226,55,2,0,0,0,0,0.0088495575221238,0.0,0.0,0,0,3.1272727272727274,3,0,1,0.5974762768520494
ham,K..U cũng không tin nhắn hay trả lời tin nhắn của anh ấy ..,không..u cũng không tin nhắn hay trả lời tin nhắn của anh ấy ..,nhắn trả_lời nhắn,0.4739107481724184,59,14,5,0,0,1,0,0.0338983050847457,0.0,0.0,0,1,3.2857142857142856,2,0,1,0.5926121182380438
ham,quá tuyệt vời rồi các chàng traiiii,quá tuyệt vời rồi các chàng traiiii,tuyệt_vời chàng traiiii,-0.6215919984126462,35,7,1,0,0,0,0,0.0,0.0,0.0,0,0,4.142857142857143,0,0,1,0.5917080803565611
ham,Tôi sẽ về đến nhà sau 5 phút.,tôi sẽ về đến nhà sau 5 phút.,phút,0.6291883664183899,29,8,2,0,0,0,0,0.0344827586206896,0.0,0.0344827586206896,0,0,2.75,1,0,1,0.585264436040965
ham,Cuz tôi chán.,cuz tôi chán.,cuz chán,-0.4307503966196839,13,3,2,0,0,0,0,0.0769230769230769,0.0,0.0,0,0,3.6666666666666665,0,0,1,0.576262696356113
ham,thu thập mọi thông tin về đối tượng .. luôn đặt trái tim vào trạng thái .. chiến đấu 😖,thu thập mọi thông tin về đối tượng .. luôn đặt trái tim vào trạng thái .. chiến đấu 😖,thu_thập thông_tin đối_tượng trái_tim trạng_thái chiến_đấu,0.2087323285194373,86,20,5,0,0,0,0,0.0,0.0,0.0,0,0,3.35,3,0,1,0.5734041891392617
ham,Cuối cùng Tor Motive Tui đạt được Korli.,cuối cùng tor motive tui đạt được korli.,cuối_cùng tor motive tui korli,0.1262077514673867,40,8,2,0,0,0,0,0.125,0.0,0.0,0,0,4.125,3,0,1,0.5704208864555825
ham,LMAO! Nice 1,lmao! nice 1,lmao nice,-0.6730619676112419,12,3,2,0,0,0,0,0.4166666666666667,0.0833333333333333,0.0833333333333333,1,1,3.333333333333333,0,0,1,0.5665421952699842
ham,Bạn có muốn một chiếc điện thoại màu Nokia 3510i mới được phân phối vào ngày mai không?,bạn có muốn một chiếc điện thoại màu nokia 3510i mới được phân phối vào ngày ngày mai không?,điện_thoại màu nokia phân_phối ngày_mai,0.6948540158505491,87,18,2,0,0,0,0,0.0229885057471264,0.0114942528735632,0.0459770114942528,0,0,3.888888888888889,4,0,1,0.5553708242389142
ham,Sau đó lấy một số tiền mặt cùng nhau và tôi sẽ nhắn tin cho Jason,sau đó lấy một số tiền mặt cùng nhau và tôi sẽ nhắn tin cho jason,một_số tiền_mặt nhắn_tin jason,-0.020041490097908,65,16,1,0,0,0,0,0.0307692307692307,0.0,0.0,0,0,3.125,1,0,1,0.5539766318710431
ham,thông minh :v,thông minh :v,thông_minh,-0.9102909574087998,13,3,1,0,0,0,0,0.0,0.0,0.0,0,0,3.6666666666666665,0,0,1,0.534911757747888
ham,Tôi nghĩ nó giống như trò chơi hoàng hôn của khách sạn.,tôi nghĩ nó giống như trò chơi hoàng hôn của khách sạn.,trò_chơi hoàng_hôn khách_sạn,0.8066727711260994,55,12,2,0,0,0,0,0.0181818181818181,0.0,0.0,0,0,3.6666666666666665,1,0,1,0.5257251577616328
ham,kha ́ thông minh :)))),kha ́ thông minh :)))),kha thông_minh,-0.1582522590206628,22,5,1,0,0,0,0,0.0,0.0,0.0,0,0,3.6,1,0,1,0.5116142062452135
ham,Hoặc bạn hỏi tất cả họ nếu tiếp theo ngồi không.,hoặc bạn hỏi tất cả họ nếu tiếp theo ngồi không.,tất_cả tiếp_theo ngồi_không,-0.2112484642448837,48,11,2,0,0,0,0,0.0208333333333333,0.0,0.0,0,0,3.4545454545454546,1,0,1,0.5050149165405089
ham,Tin nhắn r không phải thời gian trôi qua. Họ âm thầm nói rằng tôi đang nghĩ về bạn ngay bây giờ và cũng khiến bạn nghĩ về tôi ít nhất 4 phút.,tin nhắn r không phải thời gian trôi qua. họ âm thầm nói rằng tôi đang nghĩ về bạn ngay bây giờ và cũng khiến bạn nghĩ về tôi ít nhất 4 phút.,nhắn thời_gian trôi âm_thầm bây_giờ ít_nhất phút,0.0010523320523038,141,33,3,0,0,0,0,0.0141843971631205,0.0,0.0070921985815602,0,0,3.303030303030303,3,0,1,0.4916353550649533
ham,đề nghị các bạn giữ trật tự trong rạp phim !!!!!!,đề nghị các bạn giữ trật tự trong rạp phim !!!!!!,đề_nghị trật_tự rạp phim,-0.7612018035125032,49,11,7,0,0,0,0,0.0,0.1224489795918367,0.0,6,0,3.5454545454545454,1,0,1,0.49114053017259396
ham,Này những chiếc bánh gợi cảm!,này những chiếc bánh gợi cảm!,bánh gợi_cảm,0.1764630679506517,29,6,2,0,0,0,0,0.0344827586206896,0.0344827586206896,0.0,1,0,4.0,0,0,1,0.4809042674433705
ham,"2. Nguyễn Hữu Bằng - Nghề nghiệp- Biên tập viên - Địa chỉ cơ quan: Đài truyền hình Việt Nam (43 Nguyễn Chí Thanh, phường Ngọc Khánh, Quận Ba Đình, Hà Nội) - SĐT: 0914 564 610 - Niên khoá 1995-1998","2. nguyễn hữu bằng - nghề nghiệp- biên tập viên - địa chỉ cơ quan: đài truyền hình việt nam (43 nguyễn chí thanh, phường ngọc khánh, quận ba đình, hà nội) - số điện thoại: 0914 564 610 - niên khoá 1995-1998",nguyễn hữu nghề_nghiệp biên_tập_viên địa_chỉ cơ_quan đài_truyền_hình việt_nam nguyễn chí phường ngọc khánh đình hà_nội điện_thoại niên_khoá,0.0866736728775761,196,41,2,0,0,0,0,0.1173469387755102,0.0,0.1071428571428571,0,1,3.804878048780488,6,0,1,0.4789917729166613
ham,cười muốn tắt thở 😂😂😂,cười muốn tắt thở 😂😂😂,cười tắt_thở,-0.9427745826855354,21,5,1,0,0,0,0,0.0,0.0,0.0,0,0,3.4,0,0,1,0.475800929296004
ham,"Đối với thông tin của bạn, IKEA được đánh vần bằng tất cả các mũ.","đối với thông tin của bạn, ikea được đánh vần bằng tất cả các mũ.",đối_với thông_tin ikea đánh_vần tất_cả mũ,-0.2209629615444606,65,15,2,0,0,0,0,0.0769230769230769,0.0,0.0,0,1,3.4,4,0,1,0.4724971999625802
ham,bạn đã nhận được tin nhắn đó,bạn đã nhận được tin nhắn đó,nhắn,0.1730538591285214,28,7,1,0,0,0,0,0.0,0.0,0.0,0,0,3.142857142857143,3,0,1,0.46617911517909316
ham,CN này rảnh k? https://www.facebook.com/events/24470456309266897 đi workshop vs t đi. Có Andrew Ng làm diễn giả,cn này rảnh không? https://www.facebook.com/events/24470456309266897 đi workshop với t đi. có andrew ng làm diễn giả,cn rảnh url đi workshop đi andrew ng diễn giả,-0.0066555348756885,111,16,5,0,1,1,0,0.045045045045045,0.009009009009009,0.1531531531531531,0,1,6.0,5,0,1,0.4606453595849756
ham,Gudnite .... TC ... Thực hành đang diễn ra,gudnite .... tc ... thực hành đang diễn ra,gudnite tc thực_hành diễn,0.1432490413687983,42,9,8,0,0,0,0,0.0952380952380952,0.0,0.0,0,1,3.7777777777777777,1,0,1,0.4562281482935709
ham,Cảm ơn và!,cảm ơn và!,cảm_ơn,-0.6160514844108598,10,3,2,0,0,0,0,0.1,0.1,0.0,1,0,2.6666666666666665,0,0,1,0.45393562913138624
ham,Không..He anh ấy đã tham gia ngày hôm nay.,không..he anh ấy đã tham gia ngày hôm nay.,he tham_gia hôm_nay,0.0825743730282012,42,9,4,0,0,0,0,0.0476190476190476,0.0,0.0,0,0,3.7777777777777777,2,0,1,0.4500894415433099
ham,"‰ û_ Chúng tôi sẽ ở đây thêm một tuần nữa, trở lại vào thứ tư tiếp theo.","‰ û_ chúng tôi sẽ ở đây thêm một tuần nữa, trở lại vào thứ tư tiếp theo.",chúng_tôi tuần trở_lại tư tiếp_theo,-0.2411140181554923,72,18,2,0,0,0,0,0.0138888888888888,0.0,0.0,0,0,3.055555555555556,1,0,1,0.43862428698172645
ham,Lịch trình của bạn như thế nào vào tuần tới?,lịch trình của bạn như thế nào vào tuần tới?,lịch_trình thế_nào tuần,-0.2035983802087481,44,10,2,0,0,0,0,0.0227272727272727,0.0227272727272727,0.0,0,0,3.5,0,0,1,0.4372717109578812
ham,Họ đã phát hành áo Vday và khi bạn đặt nó lên nó làm cho nửa dưới của bạn trần truồng thay vì những bộ đồ lót màu trắng.,họ đã phát hành áo vday và khi bạn đặt nó lên nó làm cho nửa dưới của bạn trần truồng thay vì những bộ đồ lót màu trắng.,phát_hành áo vday nửa trần_truồng thay_vì đồ lót màu trắng,0.2057370269706525,120,29,2,0,0,0,0,0.0166666666666666,0.0,0.0,0,0,3.1724137931034484,4,0,1,0.4336253582874307
ham,Aah!,aah!,aah,0.0,4,1,2,0,0,0,0,0.25,0.25,0.0,1,0,4.0,0,0,1,0.4278031302641768
ham,"Trên thực tế, tôi đang chờ đợi 2 tuần khi họ bắt đầu đặt quảng cáo.","trên thực tế, tôi đang chờ đợi 2 tuần khi họ bắt đầu đặt quảng cáo.",thực_tế chờ_đợi tuần bắt_đầu quảng_cáo,0.0997510585087172,67,16,2,0,0,0,0,0.0149253731343283,0.0,0.0149253731343283,0,0,3.25,5,0,1,0.4243118000157614
ham,"Thúc đẩy đằng sau mỗi bóng tối, có một ánh sáng tỏa sáng chờ bạn tìm thấy nó ... đằng sau mọi người bạn thân nhất, luôn có sự tin tưởng và tình yêu ... BSLVYL","thúc đẩy đằng sau mỗi bóng tối, có một ánh sáng tỏa sáng chờ bạn tìm thấy nó ... đằng sau mọi người bạn thân nhất, luôn có sự tin tưởng và tình yêu ... bslvyl",thúc_đẩy đằng bóng_tối ánh_sáng_tỏa chờ đằng thân tin_tưởng tình_yêu bslvyl,-0.1053314864032277,158,36,7,0,0,0,0,0.0443037974683544,0.0,0.0,0,1,3.4166666666666665,3,0,1,0.4230729606697813
ham,"Sau đó, bất cứ điều gì đặc biệt?","sau đó, bất cứ điều gì đặc biệt?",bất_cứ đặc_biệt,0.06409065161006,32,8,2,0,0,0,0,0.03125,0.03125,0.0,0,0,3.125,3,0,1,0.4228735512029162
ham,Quà tặng của Chúa cho những con chim như con người có một số món quà tự nhiên frm thần ..,quà tặng của chúa cho những con chim như con người có một số món quà tự nhiên frm thần ..,quà tặng chúa chim con_người một_số món quà tự_nhiên frm_thần,-0.1207639403915494,89,21,3,0,0,0,1,0.0224719101123595,0.0,0.0,0,0,3.2857142857142856,0,0,1,0.42105705971122187
ham,thiết bị này mua như nào nhỉ,thiết bị này mua như nào nhỉ,thiết_bị mua,0.3272972251639122,28,7,1,0,0,0,0,0.0,0.0,0.0,0,0,3.142857142857143,0,0,1,0.418759984156142
ham,"K, wen bạn miễn phí đến nhà tôi và cũng nói với Vikky rằng tôi cũng đã gửi thư cho anh ấy .. tốt hơn là đến buổi tối, tôi sẽ được tự do hôm nay sau 6 giờ tối .. :-)","không, wen bạn miễn phí đến nhà tôi và cũng nói với vikky rằng tôi cũng đã gửi thư cho anh ấy .. tốt hơn là đến buổi tối, tôi sẽ được tự do hôm nay sau 6 giờ tối .. :-)",wen miễn_phí vikky gửi thư tối tự_do hôm_nay tối,-0.49521784488607,164,42,5,0,0,1,1,0.0121951219512195,0.0,0.0060975609756097,0,1,2.9285714285714284,7,0,1,0.41314125688403647
ham,"Lý thuyết mới: Đối số chiến thắng tình huống D, nhưng mất người.","lý thuyết mới: đối số chiến thắng tình huống d, nhưng mất người.",lý_thuyết đối_số chiến_thắng tình_huống,0.4524396981560302,64,13,2,0,0,0,0,0.046875,0.0,0.0,0,1,4.0,1,0,1,0.40745775873047807
ham,"Vì vậy, có một chiếc nhẫn đi kèm với trang phục của các chàng trai.","vì vậy, có một chiếc nhẫn đi kèm với trang phục của các chàng trai.",vì_vậy nhẫn đi kèm trang_phục chàng trai,-0.7985169663529986,67,15,2,0,0,0,0,0.0149253731343283,0.0,0.0,0,0,3.533333333333333,2,0,1,0.4021475968002468
ham,K.then có đặc biệt nào khác không?,không.then có đặc biệt nào khác không?,then đặc_biệt,0.2472128490875015,34,7,3,0,0,1,0,0.0294117647058823,0.0294117647058823,0.0,0,0,4.0,4,0,1,0.3995296136981931
ham,"Sống rất đơn giản .. Yêu cũng đơn giản .. Cười quá đơn giản .. chiến thắng quá đơn giản .. nhưng, 'đơn giản' là rất khó khăn .. gud nite.:-","sống rất đơn giản .. yêu cũng đơn giản .. cười quá đơn giản .. chiến thắng quá đơn giản .. nhưng, 'đơn giản' là rất khó khăn .. gud nite.:-",sống đơn_giản yêu đơn_giản cười đơn_giản chiến_thắng đơn_giản đơn_giản khó_khăn gud nite,-0.1646402868134223,139,31,12,0,0,0,0,0.0215827338129496,0.0,0.0,0,0,3.5161290322580645,7,0,1,0.39581585686779724
ham,Sđt:0942923986 Email: anhngocngdinh@gmail.com,số điện thoại:0942923986 email: anhngocngdinh@gmail.com,điện_thoại phonenumber email anhngocngdinh gmail com,0.3199677975958733,45,3,2,1,0,0,0,0.0444444444444444,0.0222222222222222,0.2222222222222222,0,0,14.333333333333334,1,0,1,0.3954958062286117
ham,"Hmmm .. thk chắc chắn có thời gian để hop ard ... ya, có thể đi 4 miễn phí ... Muz gọi cho bạn để thảo luận về liao ...","hmmm .. cảm ơn chắc chắn có thời gian để hop ard ... ya, có thể đi 4 miễn phí ... muz gọi cho bạn để thảo luận về liao ...",hmmm cảm_ơn chắc_chắn thời_gian hop ard ya có_thể đi miễn_phí muz gọi thảo_luận liao,-0.7015517032778539,119,30,12,0,0,0,1,0.0168067226890756,0.0,0.0084033613445378,0,0,3.0,4,0,1,0.3930189995586267
ham,S S.. Thời gian trước..Dhoni Rocks ...,s s.. thời gian trước..dhoni rocks ...,thời_gian dhoni rocks,-0.2621693824290204,38,7,8,0,0,0,0,0.131578947368421,0.0,0.0,0,1,4.571428571428571,1,0,1,0.3831281669918333
ham,Không sao thì tôi biết bạn đang bận nhưng tôi thực sự quá chán nên tôi tin tưởng bạn.,không sao thì tôi biết bạn đang bận nhưng tôi thực sự quá chán nên tôi tin tưởng bạn.,bận thực_sự chán tin_tưởng,-0.3904916145968844,85,19,2,0,0,0,0,0.0117647058823529,0.0,0.0,0,0,3.526315789473684,2,0,1,0.3828755870719059
ham,"Vì vậy, nhiều người dường như rất đặc biệt ngay từ cái nhìn đầu tiên, nhưng chỉ rất ít người vẫn còn đặc biệt với bạn cho đến khi bạn nhìn thấy .. duy trì chúng cho đến khi cuộc sống kết thúc .. Sh! Jas","vì vậy, nhiều người dường như rất đặc biệt ngay từ cái nhìn đầu tiên, nhưng chỉ rất ít người vẫn còn đặc biệt với bạn cho đến khi bạn nhìn thấy .. duy trì chúng cho đến khi cuộc sống kết thúc .. sh! jas",vì_vậy dường_như đặc_biệt đầu_tiên đặc_biệt duy_trì cuộc_sống kết_thúc sh jas,-0.308941401118833,202,46,6,0,0,0,0,0.0148514851485148,0.0049504950495049,0.0,1,0,3.4130434782608696,8,0,1,0.38060021882826645
ham,\ EY!,\ ey!,ey,0.0059997744653552,5,2,2,0,0,0,0,0.4,0.2,0.0,1,1,2.0,0,0,1,0.3798879711126602
ham,Tôi hy vọng bạn đó là kết quả của việc liên tục thông minh và tốt bụng.,tôi hy vọng bạn đó là kết quả của việc liên tục thông minh và tốt bụng.,hy_vọng kết_quả liên_tục thông_minh tốt_bụng,-0.694420934928765,71,17,2,0,0,0,0,0.0140845070422535,0.0,0.0,0,0,3.235294117647059,2,0,1,0.3755796919349264
ham,Không có tin nhắn trên điện thoại của cô ấy.,không có tin nhắn trên điện thoại của cô ấy.,nhắn điện_thoại,0.217289297205563,44,10,2,0,0,0,0,0.0227272727272727,0.0,0.0,0,0,3.5,2,0,1,0.3752077170913993
ham,"Trên thực tế, tôi đã xóa trang web cũ của mình .. bây giờ tôi viết blog tại MagicalSongs.blogspot.com","trên thực tế, tôi đã xóa trang web cũ của mình .. bây giờ tôi viết blog tại magicalsongs.blogspot.com",thực_tế xóa trang_web cũ bây_giờ viết blog magicalsongs blogspot com,0.074318729954696,101,19,5,0,0,0,0,0.0297029702970297,0.0,0.0,0,0,4.368421052631579,1,0,1,0.3723229860327648
ham,Này bạn xung quanh?,này bạn xung quanh?,xung_quanh,-0.3167736177976959,19,4,2,0,0,0,0,0.0526315789473684,0.0526315789473684,0.0,0,0,4.0,0,0,1,0.36557827466707365
ham,Tôi chỉ được gọi để nói xin chào.,tôi chỉ được gọi để nói xin chào.,gọi chào,-0.413796632541044,33,8,2,0,0,0,0,0.0303030303030303,0.0,0.0,0,0,3.25,2,0,1,0.3627629424243828
